job_id
CC=C_O=C1CCCCC1_C=C(CO)_carbon_tetrachloride_20_348
CC=C_C=C(C(=O)N(C)C)_C=CCl_phenol_25_280
CC=C_C=C(C(=O)N(C)C)_C=CCl_phenol_25_280
CC=C_C=C(C(=O)N(C)C)_C=CCl_phenol_25_280
CC=C_C=C(C(=O)N(C)C)_C=CCl_phenol_25_280
C=C(C(=O)N(C)C)_C=CCC_C=Cc1cccc(C)c1_n-hexane_15_280
CC=CC_C=C(CO)_benzene_25_298
CC=C_C=C(C(=O)N(C)C)_C=CCl_phenol_25_280
CC=C_C=C(C(=O)N(C)C)_C=CCl_phenol_25_280
CC=C_C=C(C(=O)N(C)C)_C=CCl_phenol_25_280
C=C(C(=O)N(C)C)_CC=CC_C=C(C=O)_benzene_15_298
C=C(C(=O)OCC)_C=C(C(=O)O)_C=Cc1cccc(C)c1_acetic_acid_15_348
CC=C_C=C_C=C(CO)_carbon_tetrachloride_20_348
C=C_CC=CCBr_C=C(Br)_water_15_348
CC=CC_C=C(C(=O)NCC)_C=C(Br)_carbon_disulfide_15_298
C=C(C(=O)OCCO)_C=CCC_C=Cc1cccc(C)c1_n-butyl_alcohol_20_280
C=Cc1cccc(C)c1_C=C(C=O)_C=C(CO)_water_25_280
C=C(CN)_C=C(C(=O)OCCO)_CC=CCBr_n-octane_20_298
C=C(C(=O)O)_C=C_CC=CC_chloroform_15_280
C=CCC_C=C(CO)_C=C(F)_n-hexane_15_280
CC=C_C=C(CN)_carbon_disulfide_20_348
C=C(C(=O)OCC)_C=C(C(=O)N(C)C)_C=C(C=O)_n-propyl_alcohol_15_298
C=C(CN)_C=CCl_carbon_disulfide_20_348
CC=C_C=C(C(=O)OCCO)_ethanol_15_348
C=C(C(=O)OCCO)_C=CCC_toluene_15_298
C=Cc1ccccc1_C=C(C(=O)N(C)C)_C=C(F)_carbon_disulfide_20_280
CC=CCBr_C=C(C=O)_C=CCl_n-hexane_20_280
C=Cc1cccc(C)c1_C=C(C=O)_C=C(Br)_glycerol_25_348
C=CCC_C=C(CO)_C=CCl_water_15_348
C=C(CN)_C=CCC_phenol_25_280
C=C(C(=O)OCCO)_C=C(C(=O)NCC)_C=C(C=O)_n-octane_25_280ZC=Cc1ccccc1_CC=CC_C=Cc1cccc(C)c1_aniline_25_280
C=Cc1ccccc1_CC=CC_C=Cc1cccc(C)c1_aniline_25_280
CC=C_CC=CCBr_C=C(Br)_chloroform_15_348
CC=C_C=Cc1ccccc1_C=CCl_dodecane_20_298
C=C(CN)_C=C(C(=O)NCC)_C=C(Br)_carbon_tetrachloride_25_280
C=C(CN)_C=Cc1cccc(C)c1_C=CCl_methanol_15_348
C=C(C(=O)OCCO)_C=C(C(=O)N(C)C)_C=C(Br)_n-heptane_15_280
CC=C_CC=CCBr_C=C(C(=O)NCC)_carbon_tetrachloride_20_298
C=C(C(=O)N(C)C)_CC=CCBr_C=Cc1cccc(C)c1_dodecane_25_280C=C_C=CCC_C=C(F)_acetone_15_280
C=C(C(=O)N(C)C)_CC=CCBr_C=Cc1cccc(C)c1_dodecane_25_280
C=C_C=CCC_C=C(F)_acetone_15_280
C=C_CC=CC_m-xylene_20_348
